Name|Vintage|Grade|Review|Author|Attr_1,Attr_2,...,Attr_n-1,Attr_n,|Price|Country|Region|IssueDate
DONUM Pinot Noir Carneros West Slope|2008|96|This harmonious red is bursting with wonderfully pure fruit flavors of raspberry, cherry and strawberry. Ripe and full-bodied, yet extremely sophisticated, with details of clove, fig jam, tobacco and mineral. The flavors continue to surge on the long finish. Drink now through 2020. 170 cases made.|–MW|LONG FINISH,RASPBERRY,STRAWBERRY,FIG,FRUIT,TOBACCO,MINERAL,FULL-BODIED,RED,HARMONY,PURE,|80|California|Carneros|Feb 28, 2011
EFESTE Syrah Yakima Valley Jolie Bouche Boushey Vineyard|2008|95|Focused, sharply defined and beautifully expressive, this packs an enormous range of red berry, pomegranate, tomato leaf and roasted beet flavors into a taut, savory jet of deliciousness. Stylish, balanced and raucous all at the same time. Drink now through 2018. 385 cases made.|–HS|RED BERRY,TOMATO LEAF,ROASTED BEET,ENORMOUS RANGE,SHARPLY DEFINED,BALANCE,BEAUTY,DELICIOUS,FOCUSED,RAUCOUS,SAVORY,TAUT,|36|Washington|Washington|Mar 31, 2011
ROBERT EYMAEL (MÖNCHHOF) Riesling Auslese Mosel Ürzig Würzgarten|2008|95|Intense, yet light-bodied and delicate, featuring peach, nectarine and pear flavors, with a baseline of mineral. The vibrant structure keeps this lively and focused, persisting on the long finish. Needs time. Best from 2015 through 2030. 100 cases imported.|–BS|LONG FINISH,NECTARINE,PEACH,MINERAL,LIGHT-BODIED,WELL-STRUCTURED,DELICATE,FOCUSED,INTENSE,LIVELY,VIBRANT,|40|Germany|Germany|Apr 30, 2010
GORMAN Syrah-Cabernet Sauvignon Red Mountain The Evil Twin|2008|95|Supple, focused and intense, offering a lithe mouthful of bright blueberry and plum flavors tinged with green olive and spice notes, which swirl through the expressive finish. Tannins are present but not obtrusive, letting the flavors sail on and on. Drink now through 2015. 400 cases made.|–HS|GREEN OLIVE,EXCELLENT FINISH,BLUEBERRY,PLUM,SPICE,BRIGHT,FOCUSED,INTENSE,SUPPLE,|60|Washington|Washington|Mar 31, 2011
GORMAN Cabernet Sauvignon-Petit Verdot Red Mountain The Albatross|2008|95|Vivid and broad, delivering a vibrant mouthful of berry, cherry, mulberry, red chile pepper and tangy spices on an open-textured frame. The finish sings a whole chorus. This has depth, persistence and charm. Best from 2013 through 2020. 150 cases made.|–HS|BERRY,PEPPER,RED,BROAD,DEPTH,VIBRANT,VIVID,|80|Washington|Washington|Nov 30, 2011
K Roma En Chamberlin Walla Walla Valley|2008|95|Polished, supple and silky in texture, with a distinctive black olive note coursing through the ripe plum, currant and crushed stone flavors, mingling effectively on the persistent finish. Shows stature, depth and finesse to go with its power. Cabernet Sauvignon and Syrah. Drink now through 2018. 190 cases made.|–HS|BLACK OLIVE,LONG FINISH,CURRANT,PLUM,DEPTH,DISTINCTIVE,FINESSE,POLISHED,POWER,RIPE,SILKY,TEXTURE,|50|Washington|Washington|Nov 30, 2011
K Syrah Walla Walla Valley Morrison Lane|2008|95|Supple in texture, with a beguiling purity to the black currant, plum and savory spice flavors, offering hints of coffee and molasses as the finish lingers and lingers. This has poise and tremendous presence. Drink now through 2020. 265 cases made.|–HS|BLACK CURRANT,LONG FINISH,MOLASSES,COFFEE,SPICE,PRESENCE,PURITY,SAVORY,SUPPLE,TEXTURE,TREMENDOUS,|45|Washington|Washington|Nov 30, 2011
PALI WINE CO. Pinot Noir Sonoma Coast Durell Vineyard|2008|96|A distinctive style that's dark, rich and layered, deep in black fruits, with ripe plum, blackberry and raspberry flavors. Full-blown and deeply concentrated, yet for all its depth and richness, this remains elegant and refined. Drink now through 2017. 175 cases made.|–JL|CONCENTRATED,BLACKBERRY,RASPBERRY,PLUM,DARK,DEEP,DEPTH,DISTINCTIVE,ELEGANT,LAYERS,RICH,RIPE,|44|California|Sonoma|Sep 30, 2010
PENNER-ASH Pinot Noir Willamette Valley Pas De Nom|2008|95|Light on its feet, with gorgeous currant, plum and wet stone aromas and flavors that remain expressive and intense without any apparent weight. The tannins are beautifully integrated, while the finish goes on and on. Drink now through 2020. 250 cases made.|–HS|LONG FINISH,CURRANT,TANNINS,LIGHT-BODIED,WEIGHT,BEAUTY,EXPRESSIVE,GORGEOUS,INTENSE,|100|Oregon|Oregon|Aug 31, 2010
PFEFFINGEN Riesling Qualitätswein Trocken Gold Cap Pfalz Weilberg GG|2008|95|This enticing dry Riesling captures your attention from the first sniff. There's an exotic, tropical fruit cast to the apricot and passion fruit flavors, which are accented by grapefruit and mineral. It's the mineral that really plumbs the depths, supported by the supple texture and vibrant acidity. Harmonious and long on the finish. Best from 2011 through 2020. 100 cases made.|–BS|PASSION FRUIT,GRAPEFRUIT,APRICOT,FRUIT,MINERAL,ACIDITY,DRY,ENTICING,LONG,SUPPLE,VIBRANT,|45|Germany|Germany|Jun 30, 2010
F.X. PICHLER Riesling Smaragd Trocken Wachau Dürnsteiner Hollerin|2008|96|Layered and elegant, with wave after wave of rich white fruit and spice flavors supported by firm acidity and plenty of fresh glazed citrus notes. There's mineral and cream on the long, full finish. A mouthwatering expression of Riesling. Drink now through 2019. 30 cases imported.|–KM|WHITE FRUIT,CITRUS,MINERAL,CREAM,SPICE,ACIDITY,ELEGANT,FIRM,FRESH,LAYERS,LONG,MOUTHWATERING,RICH,|58|Austria|Niederösterreich|Apr 30, 2010
F.X. PICHLER Riesling Smaragd Trocken Wachau Loibner Steinertal|2008|95|An effusively fruity aroma is followed by rich, concentrated flavors of red peach, quince, ripe apple and glazed pear. Very lush midpalate, with a elegant array of spice and honey cream on the long finish. Drink now through 2020. 20 cases imported.|–KM|RIPE APPLE,LONG FINISH,QUINCE,PEACH,FRUIT,HONEY,SPICE,RED,CONCENTRATED,ELEGANT,LUSH,RICH,|69|Austria|Niederösterreich|Apr 30, 2010
RUDI PICHLER Riesling Smaragd Trocken Wachau Weissenkirchner Achleiten|2008|95|A full-bore style, with ripe aromas and flavors of Fuji apple, pear, glazed apricot and peach compote. Notes of smoked meat and plenty of spice fill the medium-weight finish, which features hints of sea salt and white pepper. Drink now through 2018. 10 cases imported.|–KM|SEA SALT,WHITE PEPPER,SPECIFIC FINISH,APPLE,APRICOT,PEACH,SPICE,RIPE,STYLE,|95|Austria|Niederösterreich|Apr 30, 2010
PRAGER Riesling Smaragd Trocken Wachau Achleiten|2008|97|Gloriously creamy and rich, with powerful white fruit and spice flavors supported by precise acidity. There's impressive intensity to the apricot, apple and peach flavors midpalate. The finish lingers with vanilla and white chocolate. Drink now through 2020. 50 cases imported.|–KM|WHITE FRUIT,LONG FINISH,APPLE,APRICOT,CHOCOLATE,VANILLA,CREAM,SPICE,WHITE,ACIDITY,IMPRESSIVE,POWER,RICH,|60|Austria|Niederösterreich|Apr 30, 2010
PRAGER Riesling Smaragd Trocken Wachau Kaiserberg|2008|95|Delicate aromas and flavors of savory herb, pear and baked apple are flanked by notes of cream, along with rich nutmeg and cardamom notes. The mineral-infused finish is pure and fresh, with plenty of powerfully ripe overtones that provide heft. Drink now through 2018. 25 cases imported.|–KM|APPLE,PEAR,CARDAMOM,HERBS,CREAM,DELICATE,FRESH,PURE,RICH,RIPE,SAVORY,|50|Austria|Niederösterreich|Apr 30, 2010
PRAGER Riesling Smaragd Trocken Wachau Steinriegl|2008|95|This rich, ripe and powerful Riesling has an intensely fruity and spicy aroma, with flavors of glazed white fruits, melon, pear and Gala apple. Long and lush on the mineral-filled finish, which features hints of smoked sausage. Drink now through 2020. 25 cases imported.|–KM|APPLE,MELON,FRUIT,SPICE,WHITE,LUSH,POWER,RICH,|55|Austria|Niederösterreich|Apr 30, 2010
RASA Creative Impulse DuBrul Vineyard Yakima Valley|2008|95|Lithe, supple and full of personality, with floral, green tea and soy sauce overtones adding zip and depth to the disarmingly lovely plum and currant fruit. The finish lingers easily against well-buffed tannins. Cabernet Sauvignon and Merlot. Best from 2013 through 2020. 140 cases made.|–HS|GREEN TEA,SOY SAUCE,LONG FINISH,CURRANT,PLUM,FLORAL,TANNINS,DEPTH,LOVELY,PERSONALITY,SUPPLE,|95|Washington|Washington|Nov 30, 2011
REYNVAAN Syrah Walla Walla Valley The Contender|2008|95|Ripe and expressive, offering a plush, soft mouthful of stony mineral, cola and sassafras flavors, with a welling up of black cherry and dark plum character as the finish persists impressively. Delivers depth, power and elegance. Drink now through 2020. 300 cases made.|–HS|BLACK CHERRY,DARK PLUM,LONG FINISH,SASSAFRAS,MINERAL,DEPTH,ELEGANT,EXPRESSIVE,PLUSH,RIPE,|60|Washington|Washington|Aug 31, 2011
REYNVAAN Syrah Walla Walla Valley The Unnamed Syrah|2008|95|Brimming with rich berry flavors and scads of mineral notes, this sets up a marvelous tension between the two flavor poles and remains electric through the long, expressive finish. Shows depth, roundness and a distinctive profile on a polished frame. Drink now through 2020. 500 cases made.|–HS|EXCELLENT FINISH,BERRY,MINERAL,DEPTH,DISTINCTIVE,ELECTRIC,LONG,POLISHED,RICH,|45|Washington|Washington|Aug 31, 2011
ROCHIOLI Pinot Noir Russian River Valley West Block|2008|95|Offers a rich, vivid, expansive yet tight and structured core of dark berry, with touches of blackberry, loganberry and wild berry. This is full-bodied, ending with a long, pure, intense, persistent blast of dark berry fruit themes. Drink now through 2020. 205 cases made.|–JL|DARK BERRY,WILD BERRY,BERRY,BLACKBERRY,FULL-BODIED,WELL-STRUCTURED,DARK,EXPANSIVE,INTENSE,LONG,RICH,TIGHT,|100|California|Sonoma|Oct 15, 2011
OWEN ROE Syrah Yakima Valley Red Willow Vineyard Chapel Block|2008|97|Warm, inviting and impressive for the purity of its plum, blackberry and currant fruit, sailing easily over a bed of fine tannins and finishing silky and seamless, with hints of espresso and violet. This has extraordinary balance and finesse without sacrificing an ounce of power. Drink now through 2016. 359 cases made.|–HS|TANNINS,BLACKBERRY,CURRANT,PLUM,ESPRESSO,VIOLET,BALANCE,FINESSE,IMPRESSIVE,POWER,PURITY,SEAMLESS,SILKY,WARM,|45|Washington|Washington|Aug 31, 2010
SLEIGHT OF HAND Cabernet Sauvignon Columbia Valley The Illusionist|2008|95|Supple, almost satiny, with gorgeous cherry, raspberry and rhubarb flavors mingling with hints of clove and rose as the finish sails on and on. Offers impressive depth and length. Drink now through 2018. 322 cases made.|–HS|LONG FINISH,RASPBERRY,CHERRY,ROSE,DEPTH,GORGEOUS,IMPRESSIVE,SATINY,SUPPLE,|45|Washington|Washington|Dec 15, 2011
CHARLES SMITH Syrah Columbia Valley Royal City Stoneridge Vineyard|2008|96|Savory, with layers and layers of flavor on a deftly balanced frame. The velvety style emphasizes black olive, green olive and roasted meat flavors around a subterranean core of blackberry, tar and spice. The finish rolls along unimpeded by polished tannins. Drink now through 2018. 600 cases made.|–HS|BLACK OLIVE,BLACKBERRY,OLIVE,SPICE,TANNINS,BALANCE,LAYERS,POLISHED,SAVORY,STYLE,VELVETY,|140|Washington|Washington|Nov 30, 2011
ROBERT WEIL Riesling Trockenbeerenauslese Rheingau Kiedrich Gräfenberg|2008|96|A precise, harmonious TBA, whose vibrant structure keeps the honey, apricot, dried apple and spice flavors focused and persistent, and keeps the sweetness from being cloying. The finish goes on and on, with a slight touch of orange. Best from 2015 through 2040. 33 cases made.|–BS|LONG FINISH,ORANGE,APPLE,APRICOT,HONEY,WELL-STRUCTURED,FOCUSED,HARMONY,PERSISTENT,SWEET,VIBRANT,|699|Germany|Germany|Apr 30, 2010
WEINBACH Pinot Gris Alsace Grand Cru Altenbourg Quintessence de Grains Nobles Cuvée d'Or|2008|95|This SGN feels light-weight and elegant, but packs a lot into its refined frame. There's intense, lip-smacking acidity supporting layer upon layer of flavor, with patisserie apple, papaya, fleur de sel and peach compote notes that show hints of marzipan, tarragon and ground spices. A lovely balance of clean, strong form and fine attention to detail, all seamlessly integrated. The long, juicy finish goes on and on. Drink now through 2038. 44 cases made.|–AN|LONG FINISH,FLEUR DE SEL,APPLE,PEACH,ACIDITY,BALANCE,CLEAN,ELEGANT,FINE,INTENSE,JUICY,LONG,LOVELY,SEAMLESS,|248|France|Alsace|Oct 31, 2011
CHÂTEAU DE BEAUCASTEL Châteauneuf-du-Pape White Vieilles Vignes|2007|95|This is gorgeous, with a creamy mouthfeel that carries lush papaya, green and yellow apple, chamomile, melon and heather honey notes through the long, salted butter-tinged finish. There's great underlying minerality. Superlong. Drink now through 2020. 500 cases made.|–JM|APPLE,MELON,HONEY,MINERAL,CREAM,GORGEOUS,LONG,LUSH,|185|France|Southern Rhône|Jun 15, 2009
C.H. BERRES Riesling Trockenbeerenauslese Gold Cap Mosel-Saar-Ruwer Ürziger Würzgarten|2007|95|Concentrated flavors of apricot nectar, jellied citrus and quince paste ride the sweetness, yet all is offset by the vibrant acidity. Overall it's delicate and balanced, with a mouthwatering finish. Best from 2011 through 2048. 12 cases made.|–BS|EXCELLENT FINISH,CITRUS,QUINCE,APRICOT,CONCENTRATED,ACIDITY,BALANCE,DELICATE,SWEET,VIBRANT,|210|Germany|Germany|Web Only - 2009
DR. BÜRKLIN-WOLF Riesling Trockenbeerenauslese Pfalz Forster Pechstein|2007|95|A pungent nose of wax and furniture polish leads to flavors of hard candy and honey. As this melts in the mouth, the flavors turn to grapefruit, orange cream and lemon candy. Bracing acidity keeps the aftertaste lively. Best from 2012 through 2048. 55 cases made.|–BS|GRAPEFRUIT,LEMON,HONEY,CREAM,ACIDITY,BRACING,LIVELY,|300|Germany|Germany|Apr 30, 2009
CAYUSE Syrah Walla Walla Valley Bionic Frog|2007|95|This has tremendous presence, graceful but forceful, playing out its flavors of plum, currant, black pepper and licorice against a background that hints at warm granite, cinnamon bark and bay leaf. Complex and harmonious. Drink now through 2020. 476 cases made.|–HS|BAY LEAF,BLACK PEPPER,CURRANT,PLUM,CINNAMON,GRACE,HARMONY,PRESENCE,TREMENDOUS,WARM,|75|Washington|Washington|Jun 30, 2010
CAYUSE Syrah Walla Walla Valley Cailloux Vineyard|2007|95|Tar, hot stone and licorice notes weave through the rich, dark plum, mulberry and currant aromas and flavors. A complex, beautifully knit wine that lets its flavors sail through a long, compelling finish. Best from 2012 through 2020. 792 cases made.|–HS|DARK PLUM,HOT EARTH,CURRANT,TAR,BEAUTY,COMPLEX,LONG,RICH,|65|Washington|Washington|Jun 30, 2010
CAYUSE Syrah Walla Walla Valley En Cerise Vineyard|2007|95|Focused like a laser, this beams oodles of fresh currant, plum and black olive flavors through a veil of refined tannins. A fleshy wine, sneaking in wafts of pepper, licorice and tar on the finish. Drink now through 2020. 382 cases made.|–HS|BLACK OLIVE,TANNINS,CURRANT,TAR,LICORICE,PEPPER,FLESHY,FOCUSED,FRESH,|65|Washington|Washington|Jun 30, 2010
CHATEAU STE. MICHELLE White Riesling Columbia Valley Late Harvest Ethos|2007|95|Sweet and rich, the syrupy aspect balanced beautifully by tangy acidity, weaving its tangerine flavors through the pineapple and pear fruit, lavished with honey as the finish sails on and on. Drink now through 2020. 120 cases made.|–HS|LONG FINISH,TANGERINE,PEAR,PINEAPPLE,HONEY,ACIDITY,BALANCE,RICH,SWEET,|35|Washington|Washington|Sep 30, 2010
CHATEAU STE. MICHELLE-DR. LOOSEN Riesling Columbia Valley Eroica Single Berry Select|2007|96|Rich and unctuous, thick in texture but polished and refined, this deftly balances its pear, pineapple, tobacco and tea leaf flavors against pinpoint acidity. Shows depth and amazing length. Drink now through 2019. 72 cases made.|–HS|PEAR,TEA,TOBACCO,ACIDITY,DEPTH,LENGTH,POLISHED,RICH,TEXTURE,|200|Washington|Washington|Web Only - 2011
JEAN-LOUIS CHAVE Hermitage White|2007|95|Ripe and dense, but pure and beautifully rendered, with gorgeous mango, quince, fig and pear fruit flavors woven together and offset by quinine, paraffin and blanched almond notes. The finish just sings with fruit, minerality and a kiss of toast. Drink now through 2020. 1,244 cases made.|–JM|QUINCE,MANGO,PEAR,FRUIT,ALMOND,TOAST,DENSE,BEAUTY,GORGEOUS,PURE,RIPE,|240|France|Northern Rhône|Sep 30, 2010
CLOS DES PAPES Châteauneuf-du-Pape White|2007|95|Very pure and stony, with a note of grapefruit zest around the edges of the blanched almond, honeysuckle, Jonagold apple and heather flavors. The long, superminerally finish is amazingly pure and refined, with plenty in reserve. Drink now through 2018. 830 cases made.|–JM|GRAPEFRUIT,APPLE,ALMOND,LONG,PURE,|102|France|Southern Rhône|Oct 31, 2008
DONUM Pinot Noir Carneros West Slope|2007|96|Captivating, with a core of pure, ripe raspberry and cherry flavors that are purely defined. The rich texture supports notes of clove, anise, truffle and aged cigar. Both elegant and powerful. The aromatics and the long finish leave you wanting more. Drink now through 2014. 150 cases made.|–MW|LONG FINISH,RASPBERRY,CHERRY,ANISE,AROMATIC,ELEGANT,POWER,PURE,RICH,|70|California|Carneros|Dec 31, 2009
